"REF","Company (Manufacturer)","Company Location","Review Date","Country of Bean Origin","Specific Bean Origin or Bar Name","Cocoa Percent","Ingredient Nums","Ingredients","Most Memorable Characteristics","Rating"
1149,"Chokolat Elot (Girard)","Martinique",2013,"Martinique","Guadeloupe",0.42,4,"Beans,Sugar,Vanilla,Lecithin","gritty, sweet, hot cocoa",2.75
2250,"Christophe Toury","U.S.A.",2018,"Peru","Ucayali, batch 1",0.7,2,"Beans,Sugar","sweet, sandy, spicy",2.75
2310,"Christopher Elbow","U.S.A.",2019,"Brazil","Fazenda Camboa, 2017 harvest",0.7,3,"Beans,Sugar,Cocoa Butter","creamy, dried fruit, nutty",4
2306,"Christopher Elbow","U.S.A.",2019,"Dominican Republic","Oko Caribe",0.72,3,"Beans,Sugar,Cocoa Butter","smooth, spicy, cocoa",3.75
2310,"Christopher Elbow","U.S.A.",2019,"Ecuador","Camino Verde, 2017 harvest",0.73,3,"Beans,Sugar,Cocoa Butter","rich cocoa, floral, acidic",3.5
2310,"Christopher Elbow","U.S.A.",2019,"Tanzania","Kokoa Kamili, 2017 harvest",0.72,3,"Beans,Sugar,Cocoa Butter","basic cocoa,mild fruit, sweet",3.5
2310,"Christopher Elbow","U.S.A.",2019,"Costa Rica","Hacienda Azul, 2017 harvest",0.7,3,"Beans,Sugar,Cocoa Butter","cocoa, woody, basic",3.25
2314,"Christopher Elbow","U.S.A.",2019,"Vietnam","Vietnam, Marou 2017 harvest",0.72,3,"Beans,Sugar,Cocoa Butter","roasty, hammy, nutty",3
2226,"Christopher Elbow","U.S.A.",2018,"Peru","Ucayali",0.75,3,"Beans,Sugar,Cocoa Butter","bold, spice, hit of anise",3.75
445,"Chuao Chocolatier","U.S.A.",2009,"Venezuela","Choroni",0.61,5,"Beans,Sugar,Cocoa Butter,Vanilla,Lecithin","sweet, peanut butter",3
486,"Chuao Chocolatier (Pralus)","U.S.A.",2010,"Venezuela","Chuao",0.77,3,"Beans,Sugar,Cocoa Butter","red berry, bitter, roasty, sour",2.75
470,"Claudio Corallo","Sao Tome & Principe",2010,"Blend","Terreiro Velho P., Sao Tome & Principe",0.735,2,"Beans,Sugar","short,mild cocoa, mild fruit",3.75
227,"Claudio Corallo","Sao Tome & Principe",2008,"Blend","Terreiro Velho P., Sao Tome & Principe",0.75,3,"Beans,Sugar,Cocoa Butter","dry, sandy, cocoa, coffee",3.75
209,"Claudio Corallo","Sao Tome & Principe",2008,"Blend","Terreiro Velho P. w/ sugar crystals",0.8,3,"Beans,Sugar,Cocoa Butter","bitter, light lime, sour",3
2630,"Cleveland Chocolate Company","U.S.A.",2021,"Dominican Republic","Oko Caribe",0.7,3,"Beans,Sugar,Cocoa Butter","spice, earthy, honey, sour",3.5
2630,"Cleveland Chocolate Company","U.S.A.",2021,"Haiti","Pisa",0.79,3,"Beans,Sugar,Cocoa Butter","blueberry, sweet edge, pure",3.5
1486,"Cloudforest","U.S.A.",2015,"Ecuador","Camino Verde P., Balao, Guayas, 2014, batch 1",0.73,2,"Beans,Sugar","creamy, floral, bourbon",3.5
2474,"Coco","Canada",2020,"Peru","Ucayali",0.7,3,"Beans,Sugar,Cocoa Butter","balanced, anise, creamy",3.5
2402,"Cocoa Carib","St. Lucia",2019,"St. Lucia","St. Lucia",0.7,4,"Beans,Sugar,Cocoa Butter,Vanilla","raw, dirty, metallic, dry",2.25
2606,"Cocoa Forge","U.S.A.",2021,"Madagascar","Sambirano, batch 236MAsaD77",0.77,2,"Beans,Sugar","Rich cocoa, tart, papery",3.25
2606,"Cocoa Forge","U.S.A.",2021,"Colombia","Tumaco, batch 227COtm",0.7,3,"Beans,Sugar,Cocoa Butter","sweet, cocoa, cardboard off",3.25
2606,"Cocoa Forge","U.S.A.",2021,"Peru","Maranon, batch 244PEmaD",0.68,3,"Beans,Sugar,Cocoa Butter","molasses, dried fruit, tart, off",3
1630,"Condor","U.S.A.",2015,"Ecuador","Camino Verde",0.76,2,"Beans,Sugar","bold, roasty, sticky, brownie",3.5
1916,"Confluence","U.S.A.",2016,"Vietnam","Tien Giang, 2015, batch 10-2-16",0.78,2,"Beans,Sugar","woody, nutty, off sour note",2.75
2688,"Conjure","U.S.A.",2021,"Tanzania","Kokoa Kamili",0.75,3,"Beans,Sugar,Cocoa Butter","cocoa, mild fruit",3.5
2684,"Conjure","U.S.A.",2021,"Peru","Ucayali",0.68,3,"Beans,Sugar,Cocoa Butter","spicy, vanilla, sweet, cocoa",3.25
2688,"Conjure","U.S.A.",2021,"Philippines","Malah Na Bulong",0.7,3,"Beans,Sugar,Cocoa Butter","cocoa, grass, off notes",2.5
2688,"Conjure","U.S.A.",2021,"Ivory Coast","Ivory Coast, Rainforest Alliance, batch 7",0.7,3,"Beans,Sugar,Cocoa Butter","off, harsh, dirty, chemical",2.5
1984,"Coppeneur","Germany",2017,"Ghana","Ghana",0.75,3,"Beans,Sugar,Cocoa Butter","oily, rich cocoa, nutty",3.75
1169,"Coppeneur","Germany",2013,"Ecuador","Ecuador, Puristique",0.65,4,"Beans,Sugar,Cocoa Butter,Lecithin","oily, fragrant, spciy",3.25
821,"Coppeneur","Germany",2012,"Blend","Uba Budo, Sao Tome & Principe",0.72,3,"Beans,Sugar,Cocoa Butter","creamy, nutty, cocoa",3.75
813,"Coppeneur","Germany",2012,"Ghana","Ghana Puristique",0.85,3,"Beans,Sugar,Cocoa Butter","silky, minty",3.5
959,"Coppeneur","Germany",2012,"Madagascar","Madagascar",0.7,3,"Beans,Sugar,Cocoa Butter","sandy, sweet, tart red berry",3.5
470,"Coppeneur","Germany",2010,"Grenada","Grenada",0.72,3,"Beans,Sugar,Cocoa Butter","coffee and cocoa",3.25
558,"Coppeneur","Germany",2010,"Jamaica","Jamaica",0.72,3,"Beans,Sugar,Cocoa Butter","oily, fatty, rum",3.25
558,"Coppeneur","Germany",2010,"Venezuela","Ocumare 61",0.72,3,"Beans,Sugar,Cocoa Butter","oily, coffee",3.25
478,"Coppeneur","Germany",2010,"Venezuela","Chuao",0.7,3,"Beans,Sugar,Cocoa Butter","fruity, bland",3
558,"Coppeneur","Germany",2010,"Trinidad","Trinidad",0.72,3,"Beans,Sugar,Cocoa Butter","dry, spicy, woody",3
558,"Coppeneur","Germany",2010,"Ecuador","Los Rios, H. Iara",0.72,3,"Beans,Sugar,Cocoa Butter","harsh aroma, melon floral,off",2.5
451,"Coppeneur","Germany",2009,"Venezuela","Chuao 70hr",0.7,3,"Beans,Sugar,Cocoa Butter","dark berry, winey",3.75
451,"Coppeneur","Germany",2009,"Venezuela","Chuao 100hr",0.7,3,"Beans,Sugar,Cocoa Butter","slow, less intense berry, nutty",3.5
445,"Coppeneur","Germany",2009,"Peru","Porcelana, Apotequil",0.62,3,"Beans,Sugar,Cocoa Butter","woodsy, nutty",3.25
341,"Coppeneur","Germany",2009,"Peru","Porcelana, Apotequil",0.72,3,"Beans,Sugar,Cocoa Butter","creamy, buttery, non descript",3
220,"Coppeneur","Germany",2008,"Mexico","Porcelana, Tabasco, Mexico",0.72,3,"Beans,Sugar,Cocoa Butter","intense, tangy, berry, sour",3
220,"Coppeneur","Germany",2008,"Venezuela","Porcelana, Venezuela",0.72,3,"Beans,Sugar,Cocoa Butter","lemon, sour, slight metallic",3
196,"Coppeneur","Germany",2007,"Madagascar","Sambirano, Menava P.",0.72,3,"Beans,Sugar,Cocoa Butter","creamy, woodsy, cocoa",3
1335,"Cravve","Australia",2014,"Vanuatu","Vanuatu, batch 2410",0.83,3,"Beans,Sugar,Cocoa Butter","banana nut",2.75
1283,"Cravve","Australia",2014,"Papua New Guinea","New Ireland, batch 1702",0.7,3,"Beans,Sugar,Cocoa Butter","true to sugar, molasses",2.5
975,"Cravve","Australia",2012,"Papua New Guinea","Djual Island, batch 1712",0.75,3,"Beans,Sugar,Cocoa Butter","sandy, sweet, nutty",3.5
971,"Cravve","Australia",2012,"Tanzania","Tanzania, batch a1",0.75,3,"Beans,Sugar,Cocoa Butter","spice, roasty, off fatty note",3.25
975,"Cravve","Australia",2012,"Brazil","Bahia, batch a1213",0.65,3,"Beans,Sugar,Cocoa Butter","sandy, sweet, smokey",3.25
975,"Cravve","Australia",2012,"Fiji","Namau Village, N. Taileva P., batch a2812",0.67,3,"Beans,Sugar,Cocoa Butter","acidic, sweet, cucumber",3.25
975,"Cravve","Australia",2012,"Vanuatu","Vanuatu, batch 2410",0.64,3,"Beans,Sugar,Cocoa Butter","sandy, sweet, spicy, roasty",3.25
1736,"Creo","U.S.A.",2016,"Ecuador","""heirloom"", Arriba Nacional",0.73,3,"Beans,Sugar,Cocoa Butter","creamy, complex, fruity",3.75
1736,"Creo","U.S.A.",2016,"Ecuador","""heirloom"", Arriba Nacional",0.85,3,"Beans,Sugar,Cocoa Butter","oily, mild bitter, nutty, fruit",3.25
2656,"Crow and Moss","U.S.A.",2021,"India","Anamalai, Pollachi City, batch 148",0.7,2,"Beans,Sugar","sticky, cocoa, honey",3.75
2466,"Crow and Moss","U.S.A.",2020,"Honduras","Wampusirpi, batch 41",0.7,2,"Beans,Sugar","banana, spicy, grassy",3.5
2466,"Crow and Moss","U.S.A.",2020,"Dominican Republic","Zorzal, batch 40",0.7,2,"Beans,Sugar","deep cherry, earthy, rubbery",3.25
2466,"Crow and Moss","U.S.A.",2020,"Colombia","Aruaca, batch 39",0.7,2,"Beans,Sugar","nutty, citrus",3.25
2502,"Crow and Moss","U.S.A.",2020,"Ecuador","Camino Verde, batch 84",0.7,2,"Beans,Sugar","bold, black tea, floral, banana",3.25
2720,"CRU","U.S.A.",2022,"Guatemala","El Peten, batch 21156",0.72,2,"Beans,Sugar","sticky, mild molasses, mango",3.5
2724,"CRU","U.S.A.",2022,"Nicaragua","La Dalia, batch 21266",0.72,2,"Beans,Sugar","mild molasses, creamy, caramel",3.5
2724,"CRU","U.S.A.",2022,"Honduras","La Masica, batch 21155",0.72,2,"Beans,Sugar","floral, mild molasses, astringent",3
2522,"Cultura","U.S.A.",2020,"Haiti","Pisa, 2020 harvest, batch 20111",0.7,3,"Beans,Sugar,Cocoa Butter","rich malt",3.5
2522,"Cultura","U.S.A.",2020,"Belize","Maya Mountain, 2020 harvest, batch 20107",0.75,3,"Beans,Sugar,Cocoa Butter","raspberry, cocoa",3.5
2526,"Cultura","U.S.A.",2020,"Mexico","Tabasco, Agrofloresta Cacao, 2020 h., batch 20098",0.7,3,"Beans,Sugar,Cocoa Butter","raisins, honey, molassses",3.5
2526,"Cultura","U.S.A.",2020,"Guatemala","Lachua, Cacao Verapaz, 2018 harvest, batch 20092",0.7,3,"Beans,Sugar,Cocoa Butter","sandy, sweet, basic cocoa base",3.25
2622,"Cuna de Piedra","Mexico",2021,"Mexico","Comalcalco, Tabasco, b. 2370003, 2019 harvest",0.73,2,"Beans,Sugar","deep cocoa, fruit, melon",3.75
1654,"Daintree","Australia",2015,"Australia","Goodman Estate",0.7,3,"Beans,Sugar,Cocoa Butter","sandy, candy like vanilla, off",2.75
785,"Daintree","Australia",2011,"Australia","Daintree Estates, N. Queensland",0.7,5,"Beans,Sugar,Cocoa Butter,Vanilla,Lecithin","vanilla, banana, citrus",3.25
1928,"Dalloway","U.S.A.",2017,"Dominican Republic","Dominican Republic, batch 7",0.72,2,"Beans,Sugar","hammy, sour, astringent",2.75
2064,"Damson","U.K.",2018,"Blend","Angel Bar, Nicaragua, Madagascar",0.65,4,"Beans,Sugar,Cocoa Butter,Lecithin","sweet, vinegar",2.5
1610,"Damson","U.K.",2015,"Ecuador","Los Rios",0.7,3,"Beans,Sugar,Cocoa Butter","floral, banana",3.5
1610,"Damson","U.K.",2015,"Trinidad","Robson Estate",0.7,3,"Beans,Sugar,Cocoa Butter","floral, sour, synthetic, off",3
1666,"Damson","U.K.",2015,"Nicaragua","O'Payo",0.7,3,"Beans,Sugar,Cocoa Butter","oily, grapes, pungent",2.75
1666,"Damson","U.K.",2015,"Grenada","Crayfish Bay aka Non Pariel Estate",0.7,3,"Beans,Sugar,Cocoa Butter","off, pungent, intense",2.25
2574,"Dancing Lion","U.S.A.",2021,"Peru","Ucayali, collab w/ USAID & Alanzo Cacao",0.72,4,"Beans,Sugar,Cocoa Butter,Lecithin","raisiny, slight anise, roasty",3.5
2574,"Dancing Lion","U.S.A.",2021,"India","Anamalai",0.72,4,"Beans,Sugar,Cocoa Butter,Lecithin","fresh fruit, sour cherry, roasty",3
2574,"Dancing Lion","U.S.A.",2021,"Puerto Rico","Puerto Rico, collab w/ USDA (Juan Echevarria)",0.68,4,"Beans,Sugar,Cocoa Butter,Lecithin","harsh woody/green, cocoa base",2.5
2546,"Dandelion","U.S.A.",2021,"Brazil","Vale Potumuju, 2019 h., batch 1",0.7,2,"Beans,Sugar","distinct choco and graham",4
2546,"Dandelion","U.S.A.",2021,"Tanzania","Kokoa Kamili, 2017 h., batch 2",0.7,2,"Beans,Sugar","dairy, honey, cocoa",3.5
2550,"Dandelion","U.S.A.",2021,"Dominican Republic","Zorzal Estate, 2016 h., batch 1",0.7,2,"Beans,Sugar","faint fruit, basic fudgey",3.5
2550,"Dandelion","U.S.A.",2021,"Peru","Piura Blanco, 2015 h.,Norandino Coop, batch 1",0.7,2,"Beans,Sugar","grape, pungent",3.25
2602,"Dandelion","U.S.A.",2021,"India","Anamalai, 2019 H., batch 1, nutmeg fermentation",0.7,2,"Beans,Sugar","orange soda, sour",3.25
2602,"Dandelion","U.S.A.",2021,"Guatemala","Cahabon, Cacao Verapaz, ADIOESMAC, batch 1",0.7,2,"Beans,Sugar","pungent, woody, choco pudding",2.75
2602,"Dandelion","U.S.A.",2021,"India","Anamalai, 2018 H., batch 1",0.7,2,"Beans,Sugar","pungent, sour, tart, intense",2.75
2386,"Dandelion","U.S.A.",2019,"Vietnam","Ben Tre, 2018 Harvest",0.7,2,"Beans,Sugar","green apple, sticky",3.5
2178,"Dandelion","U.S.A.",2018,"India","Anamalai, 2017 harvest",0.7,2,"Beans,Sugar","ripe orange, citrus",3.5
2178,"Dandelion","U.S.A.",2018,"Honduras","WAMPU, La Mosquitia, 2017 harvest",0.7,2,"Beans,Sugar","nutty, moderate acidity",3.25
2178,"Dandelion","U.S.A.",2018,"Sierra Leone","Gola Rainforest, 2017 harvest",0.7,2,"Beans,Sugar","vegetal, high astringency",3
2024,"Dandelion","U.S.A.",2017,"Costa Rica","Hacienda Azul, 2016 Harvest",0.7,2,"Beans,Sugar","cocoa, sour, toffee, earthy",3
1816,"Dandelion","U.S.A.",2016,"Dominican Republic","Zorzal Reserva, 2015 H., Kerchner",0.7,2,"Beans,Sugar","cherry, rich choco",3.75
1446,"Dandelion","U.S.A.",2015,"Belize","Maya Mtn., Break Bar- Snark",0.7,2,"Beans,Sugar","intense, roasty, coffee, raisin",3
1387,"Dandelion","U.S.A.",2014,"Dominican Republic","San Francisco de Macoris, Cibao region",0.7,2,"Beans,Sugar","cherry, rich choco",3.75
1219,"Dandelion","U.S.A.",2014,"Belize","Maya Mountain",0.7,2,"Beans,Sugar","heavy roast, blackberry",3.5
1295,"Dandelion","U.S.A.",2014,"Ecuador","Camino Verde P., Balao, Guayas, 2013",0.7,2,"Beans,Sugar","gummy, nutty, bourbon",3.5
1303,"Dandelion","U.S.A.",2014,"Liberia","Buto",0.7,2,"Beans,Sugar","roasty, spicy, nutty",2.75
1085,"Dandelion","U.S.A.",2013,"Venezuela","Mantuano, 2012, batch 1",0.7,2,"Beans,Sugar","roasty, oreo shell, coffee",3.5
1153,"Dandelion","U.S.A.",2013,"Papua New Guinea","Papua New Guinea, batch 1",0.7,2,"Beans,Sugar","mild smoke, raspberry,cocoa",3.5
1026,"Dandelion","U.S.A.",2013,"Venezuela","Patanemo, batch 3",0.7,2,"Beans,Sugar","licorice, sour, rich cocoa",3.25
1026,"Dandelion","U.S.A.",2013,"Venezuela","Cumboto, farmer Jose Lugo, batch 1",0.7,2,"Beans,Sugar","acidic, sour, cocoa",2.75
915,"Dandelion","U.S.A.",2012,"Dominican Republic","Elvesia, 2011",0.7,2,"Beans,Sugar","spicy, fudgey",3.75
805,"Dandelion","U.S.A.",2012,"Colombia","Colombian",0.7,2,"Beans,Sugar","grassy, green, candy spice",3.25
805,"Dandelion","U.S.A.",2012,"Costa Rica","Upala",0.7,2,"Beans,Sugar","dried fruit, tannic",3
654,"Dandelion (aka Brower Ave)","U.S.A.",2011,"Dominican Republic","Dominican Republic",0.7,2,"Beans,Sugar","grassy, fruity, brownie",3.25
654,"Dandelion (aka Brower Ave)","U.S.A.",2011,"Madagascar","Madagascar",0.7,2,"Beans,Sugar","brownie, red berry",3.25
654,"Dandelion (aka Brower Ave)","U.S.A.",2011,"Tanzania","Tanzania",0.7,2,"Beans,Sugar","cocoa flavor dominates",3.25
2550,"Dandelion (Japan)","U.S.A.",2021,"Dominican Republic","Zorzal Estate, 2017 h.",0.7,2,"Beans,Sugar","light caramel, sl. dry, earthy",3
1223,"Danta","Guatemala",2014,"Guatemala","Los Ujuxtes",0.82,4,"Beans,Sugar,Cocoa Butter,Vanilla","fatty, sunflower, peanutbutter",3.25
987,"Danta","Guatemala",2012,"Guatemala","Las Acacias E.",0.7,2,"Beans,Sugar","sweet spice, floral",4
987,"Danta","Guatemala",2012,"Guatemala","Los Ujuxtes",0.7,2,"Beans,Sugar","spicy",3.75
987,"Danta","Guatemala",2012,"Madagascar","Sambirano",0.7,2,"Beans,Sugar","oily, toffee, hints of fruit",3.75
991,"Danta","Guatemala",2012,"Guatemala","Oscuro, Finca Chimelb",0.7,2,"Beans,Sugar","nutty, ashey, spicy pepper",3.25
987,"Danta","Guatemala",2012,"Venezuela","Chuao",0.75,4,"Beans,Sugar,Cocoa Butter,Vanilla","gummy, fatty, caramel",3
661,"Danta","Guatemala",2011,"Guatemala","Los Ujuxtes",0.6,4,"Beans,Sugar,Cocoa Butter,Vanilla","oily, dried fruit, vanilla",3.5
423,"Danta","Guatemala",2009,"Guatemala","Las Acacias E.",0.6,4,"Beans,Sugar,Cocoa Butter,Vanilla","wood, holiday spice, soap",3.25
423,"Danta","Guatemala",2009,"Guatemala","Las Acacias E.",0.75,4,"Beans,Sugar,Cocoa Butter,Vanilla","dark woody, plum, astringent",3
2772,"DAR","U.S.A.",2022,"Costa Rica","Finnac Farm, cacao dried by DeVries, batch 3",0.72,3,"Beans,Sugar,Cocoa Butter","creamy, intense, tart, cherry",3.75
1920,"DAR","U.S.A.",2016,"Blend","DUO, batch 002, Ecuador, Costa Rica",0.7,2,"Beans,Sugar","floral, licorice, roasty",3.25
1920,"DAR","U.S.A.",2016,"Vietnam","Vietnam",0.72,2,"Beans,Sugar","raisins, astringent",3
1920,"DAR","U.S.A.",2016,"Venezuela","Venezuela, batch 122",0.72,2,"Beans,Sugar","nut, tobacco, burnt, off notes",2.75
2342,"Darcis","Belgium",2019,"Vietnam","Mekong Delta",0.7,4,"Beans,Sugar,Cocoa Butter,Lecithin","muted, creamy, basic cocoa",3.25
2342,"Darcis","Belgium",2019,"Peru","Piura",0.72,4,"Beans,Sugar,Cocoa Butter,Lecithin","muted, creamy, grapes, fatty",3
1708,"Dark Forest","U.S.A.",2016,"Bolivia","Bolivia",0.75,3,"Beans,Sugar,Cocoa Butter","mild cherry, fatty",3.25
1550,"Dark Forest","U.S.A.",2015,"Venezuela","Ocumare",0.7,3,"Beans,Sugar,Cocoa Butter","roasty, nutty, sweet",3.25
1554,"Dark Forest","U.S.A.",2015,"Ecuador","Ecuador",0.7,3,"Beans,Sugar,Cocoa Butter","bold, floral, rum",3.25
1550,"Dark Forest","U.S.A.",2015,"Madagascar","Madagascar",0.7,3,"Beans,Sugar,Cocoa Butter","sweet, strong sour, acidic",3
1554,"Dark Forest","U.S.A.",2015,"Tanzania","Tanzania",0.7,3,"Beans,Sugar,Cocoa Butter","intense, sweet, brownie",3
1093,"Davis","U.S.A.",2013,"Dominican Republic","Rainforest",0.7,4,"Beans,Sugar,Cocoa Butter,Lecithin","chalky, vanilla, caramel",2.75
1093,"Davis","U.S.A.",2013,"Venezuela","Venezuela",0.7,4,"Beans,Sugar,Cocoa Butter,Lecithin","fatty, powdery, nut, sl. Burnt",2.75
1093,"Davis","U.S.A.",2013,"Ghana","Ghana",0.7,4,"Beans,Sugar,Cocoa Butter,Lecithin","vanilla, fatty, basic cocoa",2.5
907,"Davis","U.S.A.",2012,"Blend","West Africa",0.58,4,"Beans,Sugar,Cocoa Butter,Lecithin","nice melt, odd rubber notes",3.25
1462,"De Mendes","Brazil",2015,"Brazil","Nativo, Varzea",0.72,3,"Beans,Sugar,Cocoa Butter","texture issues, brownie",3.5
1462,"De Mendes","Brazil",2015,"Brazil","Selvagem, Jari",0.65,3,"Beans,Sugar,Cocoa Butter","one dimensional, brownie",3.5
1832,"De Villiers","South Africa",2016,"Madagascar","Sambirano Valley, batch 2477",0.7,3,"Beans,Sugar,Cocoa Butter","high roast, fruit",3
1832,"De Villiers","South Africa",2016,"Uganda","Bundibugyo District",0.7,3,"Beans,Sugar,Cocoa Butter","high roast, intense, fatty",2.5
175,"Dean and Deluca (Belcolade)","U.S.A.",2007,"Costa Rica","Costa Rica",0.64,4,"Beans,Sugar,Cocoa Butter,Vanilla","dark coffee, cocoa",3
175,"Dean and Deluca (Belcolade)","U.S.A.",2007,"Ecuador","Ecuador",0.71,4,"Beans,Sugar,Cocoa Butter,Vanilla","cinamon, nutmeg, coffee",3
175,"Dean and Deluca (Belcolade)","U.S.A.",2007,"Ghana","Ghana",0.6,4,"Beans,Sugar,Cocoa Butter,Vanilla","nutty, simple, sweet",3
180,"Dean and Deluca (Belcolade)","U.S.A.",2007,"Papua New Guinea","Papua New Guinea",0.64,4,"Beans,Sugar,Cocoa Butter,Vanilla","waxy, tobacco, smokey",3
180,"Dean and Deluca (Belcolade)","U.S.A.",2007,"Peru","Peru",0.64,4,"Beans,Sugar,Cocoa Butter,Vanilla","mild mint, basic cocoa",3
170,"Dean and Deluca (Belcolade)","U.S.A.",2007,"Madagascar","Madagascar",0.66,4,"Beans,Sugar,Cocoa Butter,Vanilla","sandy, cloying, rich cocoa",2.5
423,"Debauve & Gallais (Michel Cluizel)","France",2009,"Papua New Guinea","Papua New Guinea",0.64,4,"Beans,Sugar,Cocoa Butter,Vanilla","smokey,chalky,berry,caramel",3
263,"Debauve & Gallais (Michel Cluizel)","France",2008,"Venezuela","Venezuela",0.66,4,"Beans,Sugar,Cocoa Butter,Vanilla","fatty, rich cocoa, roasty",3.75
2222,"Definite","Dominican Republic",2018,"Dominican Republic","Duarte Province",0.8,2,"Beans,Sugar","mild bitter, fatty, grassy",3
2222,"Definite","Dominican Republic",2018,"Dominican Republic","Elvesia",0.7,2,"Beans,Sugar","metallic, dirt/ earthy",2.5
2222,"Definite","Dominican Republic",2018,"Dominican Republic","Duarte Province",0.7,2,"Beans,Sugar","dirty, floral, unrefined",2.5
2422,"Desbarres","Canada",2019,"Guatemala","Monte Grande, batch 178",0.72,2,"Beans,Sugar","smokey, roasty, acidic, rich",3
1916,"Desbarres","Canada",2016,"Tanzania","Kilombero, batch 41",0.72,2,"Beans,Sugar","vanilla, chemical, rubber",2.5
241,"DeVries","U.S.A.",2008,"Bolivia","Bolivian",0.8,2,"Beans,Sugar","intense fruit, bitter ending",2.75
166,"DeVries","U.S.A.",2007,"Costa Rica","Costa Rica",0.77,2,"Beans,Sugar","red berry, lingering coffee",3.5
166,"DeVries","U.S.A.",2007,"Dominican Republic","Dominican Republic",0.77,2,"Beans,Sugar","sticky, woodsy, rum",3.5
2656,"Dick Taylor","U.S.A.",2021,"Mexico","Soconusco, Rayen Cacao Co-op, batch 21154",0.72,2,"Beans,Sugar","dried fruit, fig, astringent, sticky",4
2554,"Dick Taylor","U.S.A.",2021,"Jamaica","Bachelor's Hall, batch 20240",0.75,2,"Beans,Sugar","sl. bitter, black licorice, dried fig",3.75
2466,"Dick Taylor","U.S.A.",2020,"Blend","Northerner, Madagascar and Brazil",0.73,2,"Beans,Sugar","burnt honey, earthy",3.5
2270,"Dick Taylor","U.S.A.",2019,"Belize","Maya Mtn, Toledo",0.72,2,"Beans,Sugar","creamy, sticky, dried fruit",4
2434,"Dick Taylor","U.S.A.",2019,"Madagascar","Akesson P., Sambirano",0.72,2,"Beans,Sugar","sticky, dried fruit, toast, cocoa",3.75
2258,"Dick Taylor","U.S.A.",2018,"Fiji","Vanua Levu, Matasawalevu",0.8,2,"Beans,Sugar","cocoa, tea, malt",3.75
2016,"Dick Taylor","U.S.A.",2017,"Solomon Islands","Solomon Is.,batch 17158, N.Vela",0.72,2,"Beans,Sugar","well defined, creamy, cherry",4
1952,"Dick Taylor","U.S.A.",2017,"Guatemala","Lanquin Estate",0.7,2,"Beans,Sugar","blackberry, raisns",3.75
1972,"Dick Taylor","U.S.A.",2017,"Brazil","Fazenda Camboa, Bahia, batch 17009",0.75,2,"Beans,Sugar","sticky, roasty nibs, grapes",3.75
1864,"Dick Taylor","U.S.A.",2016,"Vietnam","Tien Giang",0.78,2,"Beans,Sugar","tropical berry, intense",3.5
1634,"Dick Taylor","U.S.A.",2015,"Bolivia","Alto Beni, Wild Harvest, Limited Ed.",0.7,2,"Beans,Sugar","sticky, rich, cherry",3.75
1235,"Dick Taylor","U.S.A.",2014,"Dominican Republic","Elvesia",0.74,2,"Beans,Sugar","mild fruit and spice, roasty",3.5
1193,"Dick Taylor","U.S.A.",2013,"Ecuador","Camino Verde",0.76,2,"Beans,Sugar","butter, floral, rum",3.5
1034,"Dick Taylor","U.S.A.",2013,"Ecuador","Ecuador, Choc. Garage Exclusive",0.7,2,"Beans,Sugar","oily, black pepper, roasty",3.25
895,"Dick Taylor","U.S.A.",2012,"Bolivia","Bolivia",0.75,2,"Beans,Sugar","dry, mint, medicinal",2.75
769,"Dick Taylor","U.S.A.",2011,"Ecuador","Ecuador",0.7,2,"Beans,Sugar","grassy, tea, late sour",3.25
769,"Dick Taylor","U.S.A.",2011,"Dominican Republic","La Red",0.74,2,"Beans,Sugar","earthy, tart, sour",3
661,"Dick Taylor","U.S.A.",2011,"Madagascar","Sambirano",0.8,2,"Beans,Sugar","sandy, flat, hint of berry",2.75
682,"Dick Taylor","U.S.A.",2011,"Venezuela","Mantuano",0.75,2,"Beans,Sugar","sticky, very roasty, nutty",2.75
2732,"Didier Smeets","Belgium",2022,"Madagascar","Madagascar",0.63,3,"Beans,Sugar,Cocoa Butter","sl sour, grassy, off, fatty",3
2736,"Didier Smeets","Belgium",2022,"Peru","Peru",0.65,3,"Beans,Sugar,Cocoa Butter","peanut butter, dirty",2.75
2740,"Didier Smeets","Belgium",2022,"Vietnam","Vietnam",0.7,3,"Beans,Sugar,Cocoa Butter","sweet, fatty, rancid",2.75
2740,"Didier Smeets","Belgium",2022,"Bali","Bali",0.65,3,"Beans,Sugar,Cocoa Butter","earthy, astringent, metallic",2.5
2402,"Diogo Vaz","Sao Tome & Principe",2019,"Sao Tome","Sao Tome, batch OST-18-01",0.65,4,"Beans,Sugar,Cocoa Butter,Lecithin","complex, sweet, sour, grassy",3
2406,"Diogo Vaz","Sao Tome & Principe",2019,"Sao Tome","Sao Tome, batch TRI-18-002, trinitario",0.75,4,"Beans,Sugar,Cocoa Butter,Lecithin","bland, fatty, fruit",3
2402,"Diogo Vaz","Sao Tome & Principe",2019,"Sao Tome","Sao Tome, unroasted, batch UNR-18-003",0.7,4,"Beans,Sugar,Cocoa Butter,Lecithin","cocoa, raw, dirty, chemical",2.75
2406,"Diogo Vaz","Sao Tome & Principe",2019,"Sao Tome","Sao Tome, Grand Cru Plantation, amelonado",0.75,4,"Beans,Sugar,Cocoa Butter,Lecithin","late cocoa, harsh, off notes",2.5
